Symbol,Date,Open,High,Low,Close,Volume
MRF.BSE,2024-03-07,145400.0,145800.0,143600.0,143885.3438,445.0
MRF.BSE,2024-03-06,145375.0,146114.5,144132.0,145903.7031,327.0
MRF.BSE,2024-03-05,146499.9531,147000.0,145000.0,145326.1563,442.0
MRF.BSE,2024-03-04,145400.0469,146801.9063,144599.4531,146150.0938,442.0
MRF.BSE,2024-03-01,146800.0,147216.2031,144267.0,145103.75,433.0
MRF.BSE,2024-02-29,146800.0,146905.0,144727.7969,145688.3438,520.0
MRF.BSE,2024-02-28,148423.4531,149230.9531,145700.0,145877.2969,558.0
MRF.BSE,2024-02-27,149000.0,149500.0,146136.4063,147176.7031,449.0
MRF.BSE,2024-02-26,150600.0469,151058.0,147406.4531,148411.4063,711.0
MRF.BSE,2024-02-23,149300.0469,151283.4063,149300.0469,150777.9063,268.0
MRF.BSE,2024-02-22,150000.0,150702.8438,149000.0,150094.0,700.0
MRF.BSE,2024-02-21,148750.0,150750.0,148750.0,149727.9063,1061.0
MRF.BSE,2024-02-20,148210.0469,148982.75,147200.0,148771.5938,607.0
MRF.BSE,2024-02-19,148900.0,149599.3438,148200.0469,148917.8438,427.0
MRF.BSE,2024-02-16,149950.0,149950.0,147500.0,148170.5,624.0
MRF.BSE,2024-02-15,147600.4,149999.9,147020.2,148507.0,870.0
MRF.BSE,2024-02-14,143500.0,147996.2,142800.0,147190.0,850.0
MRF.BSE,2024-02-13,145000.0,145414.8,142534.3,144699.8,520.0
MRF.BSE,2024-02-12,138300.0,146878.0,137327.8,142717.8,2057.0
MRF.BSE,2024-02-09,142500.0,143600.0,136350.0,137047.2,1094.0
MRF.BSE,2024-02-08,143100.0,143812.3,142000.0,142483.3,431.0
MRF.BSE,2024-02-07,143900.0,145000.0,142612.3,143036.9,390.0
MRF.BSE,2024-02-06,142600.0,143538.3,141999.0,143354.0,250.0
MRF.BSE,2024-02-05,144000.0,144000.0,140472.8,141523.0,824.0
MRF.BSE,2024-02-02,143500.0,143844.3,140516.2,141394.8,624.0
MRF.BSE,2024-02-01,143500.0,144500.0,141836.2,142734.8,516.0
MRF.BSE,2024-01-31,140720.0,142800.0,140650.0,142505.0,663.0
MRF.BSE,2024-01-30,144225.1,144889.0,140100.0,140723.4,705.0
MRF.BSE,2024-01-29,137200.0,144405.5,136498.5,143949.7,692.0
MRF.BSE,2024-01-25,140600.0,140600.0,135000.0,136645.7,802.0
MRF.BSE,2024-01-24,142700.0,142700.0,136300.0,139754.7,902.0
MRF.BSE,2024-01-23,145750.0,147800.0,139815.3,141093.7,904.0
MRF.BSE,2024-01-19,138500.0,140000.0,138201.5,139453.2,405.0
MRF.BSE,2024-01-18,137000.0,137989.8,132849.5,137567.5,1175.0
MRF.BSE,2024-01-17,136999.0,150000.0,134200.0,134969.5,1033.0
MRF.BSE,2024-01-16,135950.0,137800.0,135369.5,136479.3,369.0
MRF.BSE,2024-01-15,134800.0,136386.9,133801.0,135948.7,257.0
MRF.BSE,2024-01-12,133400.0,134599.8,132773.5,134284.3,357.0
MRF.BSE,2024-01-11,132595.0,133692.0,131924.2,133464.9,282.0
MRF.BSE,2024-01-10,131868.0,132200.0,130230.0,131797.5,165.0
MRF.BSE,2024-01-09,132959.2,133056.8,131196.3,131659.5,190.0
MRF.BSE,2024-01-08,133100.0,133555.0,131000.0,131759.2,522.0
MRF.BSE,2024-01-05,131800.0,133502.9,131630.9,132789.9,400.0
MRF.BSE,2024-01-04,130800.0,131850.0,130240.3,131468.2,198.0
MRF.BSE,2024-01-03,129400.0,130936.0,129351.0,130543.6,278.0
MRF.BSE,2024-01-02,130336.0,130336.0,127380.0,129972.5,470.0
MRF.BSE,2024-01-01,130250.0,130725.5,128965.4,129439.2,536.0
MRF.BSE,2023-12-29,127000.0,130065.0,125104.5,129565.4,641.0
MRF.BSE,2023-12-28,121500.0,126450.0,120991.5,125781.7,545.0
MRF.BSE,2023-12-27,120300.0,121300.0,119936.8,120989.1,137.0
MRF.BSE,2023-12-26,120000.0,120420.0,119776.5,120242.4,222.0
MRF.BSE,2023-12-22,118500.0,120547.4,118000.0,119570.5,385.0
MRF.BSE,2023-12-21,117300.0,117740.4,115479.9,117581.8,269.0
MRF.BSE,2023-12-20,119700.0,119700.0,117000.1,117326.2,151.0
MRF.BSE,2023-12-19,119005.0,120300.0,116916.5,118663.2,261.0
MRF.BSE,2023-12-18,120300.0,120300.0,119301.0,119391.0,178.0
MRF.BSE,2023-12-15,121197.7,121236.5,119831.0,120117.4,123.0
MRF.BSE,2023-12-14,120000.0,120900.0,119512.4,120460.7,255.0
MRF.BSE,2023-12-13,119896.3,120063.6,119201.2,119832.1,161.0
MRF.BSE,2023-12-12,119900.0,120388.0,118789.0,119572.4,305.0
MRF.BSE,2023-12-11,117800.0,119653.4,117585.8,119132.4,306.0
MRF.BSE,2023-12-08,117400.0,118140.6,117068.4,117916.1,366.0
MRF.BSE,2023-12-07,114200.0,118960.0,113844.0,117430.8,519.0
MRF.BSE,2023-12-06,113708.5,114408.7,113500.0,114108.9,186.0
MRF.BSE,2023-12-05,111600.0,114319.5,111000.0,113708.5,321.0
MRF.BSE,2023-12-04,112300.0,112300.0,110896.8,111492.5,235.0
MRF.BSE,2023-12-01,111706.0,112066.5,111132.0,111417.6,184.0
MRF.BSE,2023-11-30,112500.0,112860.8,111469.0,111746.9,83.0
MRF.BSE,2023-11-29,111800.0,112449.1,111800.0,112261.5,109.0
MRF.BSE,2023-11-28,111500.3,111800.0,111209.6,111524.8,82.0
MRF.BSE,2023-11-24,111408.5,111484.9,110831.0,111401.2,182.0
MRF.BSE,2023-11-23,111523.0,111899.8,111172.5,111399.8,93.0
MRF.BSE,2023-11-22,111434.0,111739.0,110759.1,111112.8,72.0
MRF.BSE,2023-11-21,111500.0,111768.4,111090.0,111467.6,120.0
MRF.BSE,2023-11-20,112200.0,112200.0,110675.5,111369.4,166.0
MRF.BSE,2023-11-17,110490.0,112500.0,110363.6,111421.2,527.0
MRF.BSE,2023-11-16,109000.0,110490.0,109000.0,110320.2,281.0
MRF.BSE,2023-11-15,107805.0,109423.8,107805.0,109300.6,442.0
MRF.BSE,2023-11-13,108431.5,108431.5,107200.0,107642.0,175.0
MRF.BSE,2023-11-10,107800.0,108495.2,107459.1,108283.5,150.0
MRF.BSE,2023-11-09,108042.0,109100.0,107800.0,108092.5,362.0
MRF.BSE,2023-11-08,108050.0,108692.2,107434.4,108361.6,140.0
MRF.BSE,2023-11-07,108400.0,108400.0,107010.0,107155.3,199.0
MRF.BSE,2023-11-06,109000.0,109000.0,107096.6,107384.7,287.0
MRF.BSE,2023-11-03,110415.0,111700.0,107366.2,107726.0,1174.0
MRF.BSE,2023-11-02,109225.0,110800.0,108941.0,110512.4,400.0
MRF.BSE,2023-11-01,109500.0,109500.0,108327.5,108591.8,187.0
MRF.BSE,2023-10-31,109225.0,109690.9,107879.1,108318.6,202.0
MRF.BSE,2023-10-30,108500.0,109261.0,107923.7,109031.9,144.0
MRF.BSE,2023-10-27,108200.0,108900.0,107929.0,108182.3,191.0
MRF.BSE,2023-10-26,108653.0,108700.0,107037.4,107512.6,354.0
MRF.BSE,2023-10-25,109000.0,109896.6,108251.4,108653.0,152.0
MRF.BSE,2023-10-23,109800.0,110350.0,107700.0,108843.0,249.0
MRF.BSE,2023-10-20,109075.8,109991.0,109075.8,109486.2,157.0
MRF.BSE,2023-10-19,109445.0,109912.5,108734.5,109559.3,181.0
MRF.BSE,2023-10-18,111450.0,111450.0,109445.0,109664.8,224.0
MRF.BSE,2023-10-17,110500.0,113379.1,110500.0,110912.2,585.0
MRF.BSE,2023-10-16,109500.0,109800.0,108453.9,109514.9,201.0
