Symbol,Date,Open,High,Low,Close,Volume
ICICIBANK.BSE,2006-08-03,554.0001,566.1,551.0,555.75,1338168.0
ICICIBANK.BSE,2006-08-02,545.0,552.0,542.0,547.95,728239.0
ICICIBANK.BSE,2006-08-01,551.0,555.5,541.55,548.9501,1225099.0
ICICIBANK.BSE,2006-07-31,550.0,567.9,544.9,554.05,2371641.0
ICICIBANK.BSE,2006-07-28,539.1,544.9,531.1501,542.75,1039138.0
ICICIBANK.BSE,2006-07-27,540.25,551.8001,536.5,544.1,2432449.0
ICICIBANK.BSE,2006-07-26,547.0,548.0,531.0,540.25,1854409.0
ICICIBANK.BSE,2006-07-25,520.0,544.95,520.0,541.1,3841990.0
ICICIBANK.BSE,2006-07-24,525.0,525.0,481.0,514.9,3538022.0
ICICIBANK.BSE,2006-07-21,489.0,489.0,478.1,484.75,664874.0
ICICIBANK.BSE,2006-07-20,480.3,495.0,480.1,492.05,1069031.0
ICICIBANK.BSE,2006-07-19,476.0,480.0,465.0,467.0,533556.0
ICICIBANK.BSE,2006-07-18,478.25,479.0,467.1,473.35,461329.0
ICICIBANK.BSE,2006-07-17,486.25,486.9,475.0,475.8,634937.0
ICICIBANK.BSE,2006-07-14,491.0,491.0,481.0,486.25,687539.0
ICICIBANK.BSE,2006-07-13,489.0,498.0,482.8001,496.1,1881106.0
ICICIBANK.BSE,2006-07-12,480.2,490.0,470.0,488.55,651657.0
ICICIBANK.BSE,2006-07-11,491.2501,495.0,485.1001,487.6,694304.0
ICICIBANK.BSE,2006-07-10,495.25,497.0,487.1,493.1,751708.0
ICICIBANK.BSE,2006-07-07,492.0,500.0,477.1,499.5001,3.8892673E7
ICICIBANK.BSE,2006-07-06,496.0,499.8,483.25,485.7,1245630.0
ICICIBANK.BSE,2006-07-05,492.0,508.9,490.0,507.75,2.2192907E7
ICICIBANK.BSE,2006-07-04,497.8,498.8,488.25,490.15,989858.0
ICICIBANK.BSE,2006-07-03,488.05,495.0,485.15,488.85,739558.0
ICICIBANK.BSE,2006-06-30,486.0,505.0,483.0,487.4,1466070.0
ICICIBANK.BSE,2006-06-29,496.0,501.85,470.55,479.6,2425392.0
ICICIBANK.BSE,2006-06-28,489.8,506.0,484.5,488.8,1176429.0
ICICIBANK.BSE,2006-06-27,488.0,506.0,481.0,498.6,1550067.0
ICICIBANK.BSE,2006-06-26,509.25,511.0,487.1,490.5,883114.0
ICICIBANK.BSE,2006-06-23,508.0,509.8,495.3,508.25,2508036.0
ICICIBANK.BSE,2006-06-22,500.75,521.9,500.0,512.3501,1808204.0
ICICIBANK.BSE,2006-06-21,499.8,499.8,491.0,494.75,897243.0
ICICIBANK.BSE,2006-06-20,500.0,500.0,483.0,489.9,820271.0
ICICIBANK.BSE,2006-06-19,506.0,508.9501,492.75,500.35,895071.0
ICICIBANK.BSE,2006-06-16,497.7,514.9,497.7,505.85,1112426.0
ICICIBANK.BSE,2006-06-15,470.0501,490.0,461.2,485.05,1377212.0
ICICIBANK.BSE,2006-06-14,465.0,479.8,441.55,454.5,1547135.0
ICICIBANK.BSE,2006-06-13,464.8,467.0,440.0,460.4,836347.0
ICICIBANK.BSE,2006-06-12,504.0001,504.0001,465.0,475.25,1741912.0
ICICIBANK.BSE,2006-06-09,496.3,509.75,478.9501,500.0,3273576.0
ICICIBANK.BSE,2006-06-08,524.75,527.0,491.1501,499.8,1459514.0
ICICIBANK.BSE,2006-06-07,540.0,543.0,522.5,531.5,760535.0
ICICIBANK.BSE,2006-06-06,524.0001,552.95,520.0,541.75,1354178.0
ICICIBANK.BSE,2006-06-05,553.0,557.0,530.65,538.0,833680.0
ICICIBANK.BSE,2006-06-02,537.0,553.0,529.0,551.0,1144249.0
ICICIBANK.BSE,2006-06-01,545.0,550.75,534.0001,537.25,1488780.0
