Symbol,Date,Open,High,Low,Close,Volume
ICICIBANK.BSE,2017-10-18,268.4,268.5,262.25,263.05,2387543.0
ICICIBANK.BSE,2017-10-17,274.55,276.25,273.25,273.9,300876.0
ICICIBANK.BSE,2017-10-16,274.9,275.9,270.5,274.05,510061.0
ICICIBANK.BSE,2017-10-13,267.5,274.35,267.5,271.4,1719059.0
ICICIBANK.BSE,2017-10-12,267.1,267.85,264.0,267.55,851712.0
ICICIBANK.BSE,2017-10-11,270.55,271.95,266.1,267.3,1780306.0
ICICIBANK.BSE,2017-10-10,272.5,272.9,269.2,269.25,1468156.0
ICICIBANK.BSE,2017-10-09,271.2,276.1,271.2,271.85,720713.0
ICICIBANK.BSE,2017-10-06,271.5,274.4,270.75,272.25,1341313.0
ICICIBANK.BSE,2017-10-05,276.0,277.5,271.1,271.75,473525.0
ICICIBANK.BSE,2017-10-04,278.2,279.5,275.2,276.0,355078.0
ICICIBANK.BSE,2017-10-03,278.4,280.85,275.35,278.45,233821.0
ICICIBANK.BSE,2017-09-29,277.0,281.75,276.1,276.95,504895.0
ICICIBANK.BSE,2017-09-28,277.4,277.45,269.3,275.55,772399.0
ICICIBANK.BSE,2017-09-27,285.0,285.0,275.5,276.25,1265842.0
ICICIBANK.BSE,2017-09-26,279.5,283.9,277.05,282.7,350402.0
ICICIBANK.BSE,2017-09-25,278.8,280.2,275.6,279.5,1522951.0
ICICIBANK.BSE,2017-09-22,282.3,283.4,275.3,277.1,1036279.0
ICICIBANK.BSE,2017-09-21,290.0,290.45,283.6,285.0,731829.0
ICICIBANK.BSE,2017-09-20,293.35,293.35,289.7,290.8,607914.0
ICICIBANK.BSE,2017-09-19,292.95,295.4,289.7,294.35,513405.0
ICICIBANK.BSE,2017-09-18,292.25,294.3,292.25,292.6,514564.0
ICICIBANK.BSE,2017-09-15,293.7,295.5,291.15,291.95,358760.0
ICICIBANK.BSE,2017-09-14,290.55,295.65,290.55,293.85,356991.0
ICICIBANK.BSE,2017-09-13,291.3,293.0,291.25,291.95,267845.0
