Symbol,Date,Open,High,Low,Close,Volume
AXISBANK.BSE,2006-08-03,321.0,327.5,319.0,321.75,2040600.0
AXISBANK.BSE,2006-08-02,304.5,323.0,301.5,317.8,708335.0
AXISBANK.BSE,2006-08-01,298.5,304.9,296.25,301.5,207965.0
AXISBANK.BSE,2006-07-31,305.0,305.95,295.0,297.85,407735.0
AXISBANK.BSE,2006-07-28,294.0,307.45,294.0,297.5,567680.0
AXISBANK.BSE,2006-07-27,311.85,311.85,294.55,296.2,887575.0
AXISBANK.BSE,2006-07-26,299.45,317.85,296.0,311.85,1273220.0
AXISBANK.BSE,2006-07-25,277.0,296.95,277.0,295.2,664895.0
AXISBANK.BSE,2006-07-24,255.0,279.2,250.0,276.1,439210.0
AXISBANK.BSE,2006-07-21,258.1,262.9,256.1,260.35,126035.0
AXISBANK.BSE,2006-07-20,257.0,265.0,256.5,263.25,169230.0
AXISBANK.BSE,2006-07-19,256.25,270.0,250.9,252.9,274110.0
AXISBANK.BSE,2006-07-18,260.0,260.0,249.0,255.95,2855630.0
AXISBANK.BSE,2006-07-17,274.0,277.0,256.0,262.2,167905.0
AXISBANK.BSE,2006-07-14,272.95,281.8,268.1,273.2,361885.0
AXISBANK.BSE,2006-07-13,276.5,285.5,268.0,273.1,1041840.0
AXISBANK.BSE,2006-07-12,269.0,279.9,269.0,276.25,2574625.0
AXISBANK.BSE,2006-07-11,271.2,277.95,271.2,276.7,58130.0
AXISBANK.BSE,2006-07-10,277.0,278.0,271.0,274.5,47035.0
AXISBANK.BSE,2006-07-07,289.0,289.0,271.25,274.0,164685.0
AXISBANK.BSE,2006-07-06,282.5,288.7,279.2,280.8,271045.0
AXISBANK.BSE,2006-07-05,280.0,289.5,278.1,285.8,161310.0
AXISBANK.BSE,2006-07-04,282.25,285.0,279.1,280.2,307250.0
AXISBANK.BSE,2006-07-03,272.0,279.95,267.0,275.7,198755.0
AXISBANK.BSE,2006-06-30,262.0,269.5,262.0,266.75,187555.0
AXISBANK.BSE,2006-06-29,267.0,272.4,256.1,259.55,322925.0
AXISBANK.BSE,2006-06-28,269.8,276.0,265.0,267.25,456460.0
AXISBANK.BSE,2006-06-27,275.0,283.0,270.2,273.85,658755.0
AXISBANK.BSE,2006-06-26,285.1,290.0,260.15,273.95,1.9395635E7
AXISBANK.BSE,2006-06-23,279.8,283.0,265.0,276.5,1457035.0
AXISBANK.BSE,2006-06-22,266.0,291.0,266.0,282.2,480790.0
AXISBANK.BSE,2006-06-21,258.0,267.95,258.0,264.1,36280.0
AXISBANK.BSE,2006-06-20,271.0,271.0,257.3,261.05,374990.0
AXISBANK.BSE,2006-06-19,251.0,274.9,248.0,270.8,105185.0
AXISBANK.BSE,2006-06-16,256.0,271.9,255.0,261.6,321925.0
AXISBANK.BSE,2006-06-15,241.5,251.9,240.0,250.15,165160.0
AXISBANK.BSE,2006-06-14,249.0,250.5,221.5,240.1,730405.0
AXISBANK.BSE,2006-06-13,251.5,253.5,240.0,243.1,322505.0
AXISBANK.BSE,2006-06-12,264.0,265.0,251.15,258.95,496750.0
AXISBANK.BSE,2006-06-09,251.0,270.0,246.55,260.2,461540.0
AXISBANK.BSE,2006-06-08,281.05,284.95,251.05,257.6,262465.0
AXISBANK.BSE,2006-06-07,292.0,300.9,277.3,290.25,646050.0
AXISBANK.BSE,2006-06-06,291.0,304.05,291.0,298.0,3322625.0
