Symbol,Date,Open,High,Low,Close,Volume
TVSMOTOR.BSE,2012-12-31,41.95,42.3,41.35,41.8,80548.0
TVSMOTOR.BSE,2012-12-28,42.5,42.75,41.55,41.95,82322.0
TVSMOTOR.BSE,2012-12-27,43.1,43.25,42.15,42.5,98872.0
TVSMOTOR.BSE,2012-12-26,42.8,43.1,42.2,42.75,162884.0
TVSMOTOR.BSE,2012-12-24,42.0,43.3,42.0,42.7,187334.0
TVSMOTOR.BSE,2012-12-21,41.25,44.25,41.25,41.95,877877.0
TVSMOTOR.BSE,2012-12-20,40.85,42.7,40.5,42.0,987941.0
TVSMOTOR.BSE,2012-12-19,40.55,41.2,39.6,40.7,209822.0
TVSMOTOR.BSE,2012-12-18,40.1,41.4,39.8,40.2,191164.0
TVSMOTOR.BSE,2012-12-17,38.5,40.8,38.45,39.95,168103.0
TVSMOTOR.BSE,2012-12-14,38.65,38.95,38.3,38.55,158216.0
TVSMOTOR.BSE,2012-12-13,39.7,39.9,38.25,38.45,115217.0
TVSMOTOR.BSE,2012-12-12,38.9,39.95,38.5,39.25,194375.0
TVSMOTOR.BSE,2012-12-11,39.2,39.7,38.4,38.55,87677.0
TVSMOTOR.BSE,2012-12-10,39.75,39.95,39.1,39.4,78416.0
TVSMOTOR.BSE,2012-12-07,39.75,40.1,39.1,39.4,162834.0
TVSMOTOR.BSE,2012-12-06,40.1,40.4,39.15,39.55,627994.0
TVSMOTOR.BSE,2012-12-05,40.9,41.35,39.6,39.95,162182.0
TVSMOTOR.BSE,2012-12-04,40.5,41.4,40.25,40.45,429195.0
TVSMOTOR.BSE,2012-12-03,39.0,40.9,38.35,40.1,372438.0
TVSMOTOR.BSE,2012-11-30,38.8,39.55,38.75,38.95,143121.0
TVSMOTOR.BSE,2012-11-29,37.5,38.9,37.35,38.55,221085.0
TVSMOTOR.BSE,2012-11-27,37.35,37.7,37.1,37.15,75815.0
TVSMOTOR.BSE,2012-11-26,37.15,37.6,36.9,37.1,55044.0
TVSMOTOR.BSE,2012-11-23,37.4,37.45,36.6,36.9,177120.0
TVSMOTOR.BSE,2012-11-22,37.95,37.95,36.8,37.0,155731.0
TVSMOTOR.BSE,2012-11-21,37.5,38.5,37.2,37.6,84501.0
TVSMOTOR.BSE,2012-11-20,37.8,38.3,37.15,37.35,65433.0
TVSMOTOR.BSE,2012-11-19,38.15,38.6,37.35,37.6,114069.0
